count,Date of Band,Location,Territory,Band Prefix,Band Suffix,Band Leg,Age,Sex,Genetic Blood Sample,Parasite Screen,DNA SEX,Date-#1 Mass,Weight-#1 (g),LWC (mm),LLP-5 (mm),LLP-6 (mm),RECT. (mm),Date-#2 Mass,Weight-#2 (g),LWC (mm),LLP-5 (mm),LLP-6 (mm),RECT. (mm),Date-#3 Mass,Weight-#3 (g),LWC (mm),LLP-5 (mm),LLP-6 (mm),RECT. (mm),Date-#4 Mass,Weight-#4 (g),LWC (mm),LLP-5 (mm),LLP-6 (mm),RECT. (mm),Date-#5 Mass,Weight-#5 (g),LWC (mm),LLP-5 (mm),LLP-6 (mm),RECT. (mm),Date-#6 Mass,Weight-#6 (g),LWC (mm),LLP-5 (mm),LLP-6 (mm),RECT. (mm),Date-#7 Mass,Weight-#7 (g),LWC (mm),LLP-5 (mm),LLP-6 (mm),RECT. (mm),Date-#8 Mass,Weight-#8 (g),LWC (mm),LLP-5 (mm),LLP-6 (mm),RECT. (mm),Date-#9 Mass,Weight-#9 (g),LWC (mm),LLP-5 (mm),LLP-6 (mm),RECT. (mm),Date-#10 Mass,Weight-#10 (g),LWC (mm),LLP-5 (mm),LLP-6 (mm),RECT. (mm),Date-#11 Mass,Weight-#11 (g),LWC (mm),LLP-5 (mm),LLP-6 (mm),RECT. (mm),Misc.,Comments,Date-#11 Mass,Weight-#2 (g),LWC (mm),LLP-5 (mm),LLP-6 (mm),RECT. (mm),Date-#12 Mass,Weight-#2 (g),LWC (mm),LLP-5 (mm),LLP-6 (mm),RECT. (mm)
540,7/20/2007,MEF,B7,1593,64548,,L,?,Blood sample,,M,7/20/2007,39.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
541,7/23/2007,HAYMAN,CN8,1593,64549,,FL,?,Blood sample,,F,7/23/2007,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
542,2/7/2008,"MICHOACAN, MEXICO",SIERRA CHINCUA,1593,64550,,AD,M,Blood sample,,,2/7/2008,49,126,97,104,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Feather samples,,,,,,,,,,,,
543,7/12/2006,MEF,A13,1593,64551,,Ad,M,Blood sample,,M,7/12/2006,52,135,98,,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
544,6/15/2007,HAYMAN,CN8,1593,64552,,AD,M,Blood sample,,M,6/15/2007,54,148,98,107,63,7/23/2007,50.5,132,100,103,54,5/28/2009,58.5,131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
545,2/13/2008,"MICHOACAN, MEXICO",SIERRA CHINCUA,1593,64553,,AD,M?,Blood sample,,,2/13/2008,45,125,97,102,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Feather samples,,,,,,,,,,,,
546,2/14/2008,"MICHOACAN, MEXICO",Puente de Tierra,1593,64554,,AD,M?,Blood sample,,,2/14/2008,53,125,95,102,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Feather samples,,,,,,,,,,,,
547,2/14/2008,"MICHOACAN, MEXICO",Puente de Tierra,1593,64555,,AD,M?,Blood sample,,,2/14/2008,44.5,128,99,107,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Feather samples,,,,,,,,,,,,
548,2/15/2008,"MICHOACAN, MEXICO",Puente de Tierra,1593,64556,,AD,M?,Blood sample,,,2/15/2008,42.5,120,92,98,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Feather samples,,,,,,,,,,,,
549,2/15/2008,"MICHOACAN, MEXICO",Puente de Tierra,1593,64557,,AD,M?,Blood sample,,,2/15/2008,47,129,98,104,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Feather samples,,,,,,,,,,,,
550,2/15/2008,"MICHOACAN, MEXICO",Puente de Tierra,1593,64558,,AD,M?,Blood sample,,,2/15/2008,52,123,90,97,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Feather samples,,,,,,,,,,,,
551,7/11/2008,MEF,A13,1593,64559,,Ad,F,Blood sample,,F,7/11/2008,62.5,125,95,101,57,6/10/2009,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
552,5/19/2008,MEF,A11 floater,1593,64560,,Ad,M,Blood sample,,,5/19/2008,56,129,92,96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
553,7/11/2006,Hayman Fire,CN8,1593,64561,,L,?,Blood sample,,F,,53.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
554,6/11/2007,MEF,A4,1593,64562,,AD,F,Blood sample,,?,7/2/2007,58,126,99,108,62,6/19/2009,62.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
555,7/12/2007,HAYMAN,CS4,1593,64563,,AD,F,Blood sample,,F,7/12/2007,56,123,88,96,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
556,7/16/2007,MEF,B8,1593,64564,,L,?,Blood sample,,M,7/16/2007,49.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
557,7/16/2007,HAYMAN,CN7,1593,64565,,FL,?,Blood sample,,M,7/16/2007,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
558,7/16/2007,HAYMAN,CN7,1593,64566,,FL,?,Blood sample,,M,7/16/2007,44.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
559,7/11/2007,MEF,B6,1593,64567,,L,?,Blood sample,,M,7/11/2007,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
560,7/11/2007,MEF,B6,1593,64568,,L,?,Blood sample,,M,7/11/2007,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
561,7/12/2007,MEF,A4,1593,64569,,L,?,Blood sample,,M,7/12/2007,43,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
562,7/12/2007,MEF,A4,1593,64570,,L,?,Blood sample,,M,7/12/2007,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Died in nest,,,,,,,,,,,,
563,7/17/2007,HAYMAN,CN1,1593,64571,,FL,?,Blood sample,,F?,7/17/2007,48.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
564,6/6/2007,MEF,A4,1593,64572,,AD,M,Blood sample,,M,6/6/2007,52.5,134,93,104,59,6/10/2009,56.5,134,100,107,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
565,6/11/2007,MEF,A10,1593,64573,,AD,F,Blood sample,,F,7/2/2007,69,128,98,107,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
566,2/11/2008,"MICHOACAN, MEXICO",SIERRA CHINCUA,1593,64574,,AD,M?,Blood sample,,,2/11/2008,50,137,,,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Feather samples,,,,,,,,,,,,
567,2/14/2008,"MICHOACAN, MEXICO",Puente de Tierra,1593,64575,,AD,M?,Blood sample,,,2/14/2008,47,127,95,100,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Feather samples,,,,,,,,,,,,
568,2/14/2008,"MICHOACAN, MEXICO",Puente de Tierra,1593,64576,,AD,M?,Blood sample,,,2/14/2008,46,123,91,98,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Feather samples,,,,,,,,,,,,
569,6/5/2007,MEF,B6,1593,64577,,AD,F,Blood sample,,F,7/4/2007,66.5,,93,102,,7/11/2007,58,129,94,103,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
570,6/7/2007,MEF,B6,1593,64578,,AD,M,Blood sample,,M,6/7/2007,57.5,133,97,104,,7/11/2007,48,131,96,104,65,6/21/2011,59.5,135,98,106,63,6/30/2011,60,,,,,6/13/2012,54.5,135,99,108,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
571,6/8/2007,HAYMAN,CN1,1593,64579,,AD,M,Blood sample,,M,6/8/2007,50.5,134,97,103,,7/16/2007,50,136,102,110,67,6/30/2009,45.5,133,99,108,65,6/29/2010,55.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
572,6/11/2007,MEF,A29,1593,64580,,AD,F,Blood sample,,?,6/11/2007,74,,,,,7/9/2007,58.5,124,90,94,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
573,6/18/2007,MEF,B13,1593,64581,,AD,F,Blood sample,,F,7/4/2007,56,128,93,100,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
574,7/2/2007,MEF,A11,1593,64582,,AD,F,Blood sample,,F?,7/2/2007,58,135,99,108,65,7/9/2007,57.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
575,7/2/2007,MEF,A11,1593,64583,,AD,M,Blood sample,,M,7/2/2007,52.5,129,90,100,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
576,7/10/2007,MEF,B5,1593,64584,,L,?,Blood sample,,,7/10/2007,51.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
577,7/10/2007,MEF,B5,1593,64585,,L,?,Blood sample,,M,7/10/2007,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
578,6/12/2007,MEF,B2,1593,64586,,AD,F,NO BLOOD!,,,6/12/2007,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
579,6/14/2007,MEF,A29,1593,64587,,AD,M,Blood sample,,M,6/14/2007,55.5,123,93,102,59,7/2/2007,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
580,6/19/2007,MEF,A8,1593,64588,,AD,M,Blood sample,,M,6/19/2007,50,134,94,104,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
581,6/25/2007,MEF,B15,1593,64589,,AD,M,Blood sample,,M,6/25/2007,48,128,97,103,58,,,,,,,6/18/2012,53.3,128,96,104,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
582,6/28/2007,HAYMAN,CN5,1593,64590,,AD,F,NO BLOOD!,,,6/28/2007,60,127,99,105,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
583,7/6/2007,MEF,B13,1593,64591,,L,?,Blood sample,,M,7/6/2007,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
584,7/6/2007,MEF,B13,1593,64592,,L,?,Blood sample,,F,7/6/2007,63.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
585,7/10/2007,HAYMAN,CN5,1593,64593,,AD,M,Blood sample,,M,7/10/2007,53,134,101,108,60,6/4/2009,53,131,95,99,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
586,7/13/2007,MEF,B11,1593,64594,,AD,M,Blood sample,,M,7/13/2007,49.5,131,98,107,62,7/7/2009,57,132,96,105,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
587,7/16/2007,HAYMAN,CN1,1593,64595,,FL,?,Blood sample,,M,7/16/2007,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
588,7/17/2007,HAYMAN,CN9,1593,64596,,AD,F,Blood sample,,F?,7/17/2007,51,131,97,106,57,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
589,2/14/2008,"MICHOACAN, MEXICO",Puente de Tierra,1593,64597,,AD,M?,Blood sample,,,2/14/2008,45,123,90,98,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Feather samples,,,,,,,,,,,,
590,2/14/2008,"MICHOACAN, MEXICO",Puente de Tierra,1593,64598,,AD,M?,Blood sample,,,2/14/2008,52,131,96,104,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Feather samples,,,,,,,,,,,,
591,2/14/2008,"MICHOACAN, MEXICO",Puente de Tierra,1593,64599,,AD,M?,Blood sample,,,2/14/2008,49,126,90,95,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Feather samples,,,,,,,,,,,,
592,2/15/2008,"MICHOACAN, MEXICO",Puente de Tierra,1593,64600,,AD,M?,Blood sample,,,2/15/2008,47,136,101,110,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Feather samples,,,,,,,,,,,,
593,6/25/2008,MEF,A10,1593,64601,,AD,F,Blood sample,,F,6/25/2008,62,135,98,109,65,7/6/2009,57.5,131,93,100,64,7/15/2010,56,134,102,110,60,7/30/2011,58,139,100,109,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
594,6/17/2009,MEF,A11 Floater (?),1593,64602,L,AD,M,Blood Sample,,M,6/17/2009,58,128,100,108,67,6/22/2011,50,129,101,107,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
595,6/2/2008,MEF,B6 floater,1593,64603,,Ad,M?,Blood sample,,M,6/2/2008,59,127,95,104,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
596,5/21/2008,MEF,A11,1593,64604,,Ad,M,Blood sample,,M,5/21/2008,52.5,131,100,105,,5/27/2009,57.5,131,91,105,62,6/24/2009,53,132,97,106,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
597,5/19/2008,MEF,A11 floater,1593,64605,,Ad,M,Blood sample,,F!,5/19/2008,57.5,132,91,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,,,,,,,,,
598,6/3/2008,MEF,B11 floater,1593,64606,,Ad,M,Blood sample,,F!,6/3/2008,62.5,132,96,102,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
599,7/10/2008,HAYMAN,CN7,1593,64607,,L,?,Blood sample,,M,7/10/2008,47,,44,46,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600,7/22/2008,MEF,B10,1593,64608,,L,?,Blood sample,,F,7/22/2008,58.5,,30,30,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
601,7/22/2008,MEF,B10,1593,64609,,L,?,Blood sample,,M,7/22/2008,52.5,,39,33,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
602,7/10/2008,HAYMAN,CN7,1593,64610,,L,?,Blood sample,,F,7/10/2008,47.5,,45,45,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
603,6/9/2008,MEF,A4 floater,1593,64611,,Ad,M,Blood sample,,M,6/9/2008,59,129,96,104,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
604,7/9/2008,MEF,A41,1593,64612,,AD,F,NO BLOOD!,,,7/9/2008,,,,,,6/12/2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
605,7/14/2008,MEF,B10 floater,1593,64613,,Ad,M,Blood sample,,M,7/14/2008,54,131,IN MOLT,106,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
606,5/7/2009,MEF,A11 floater,1593,64614,,AD,M,Blood sample,,M,5/7/2009,56,129,93,100,63,6/3/2010,55.5,132,97,106,62,7/7/2010,48.5,,,,,6/29/2011,59,130,98,106,59,6/7/2012,58.5,131,96,105,56,6/14/2013,55.5,132,98,108,64,6/11/2014,54,130,98,106,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
607,5/7/2009,MEF,A11 floater,1593,64615,,AD,F?,NO BLOOD!,,,5/7/2009,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
608,5/27/2008,MEF,B8 floater,1593,64616,,Ad,F,NO BLOOD!,,,5/27/2008,61,137,98,107,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
609,6/23/2008,MEF,B16 (W of B15),1593,64617,,AD,M,Blood sample,,M,6/23/2008,58,131,95,105,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
610,7/14/2008,MEF,B4,1593,64618,,L,?,Blood sample,,M,7/14/2008,60,72,54,55,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
611,7/14/2008,MEF,B4,1593,64619,,L,?,Blood sample,,F,7/14/2008,61,63,42,43,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
612,7/14/2008,MEF,B4,1593,64620,,L,?,Blood sample,,M,7/14/2008,65,76,56,56,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
613,6/19/2008,HAYMAN,CN9 floater,1593,64621,,Ad,M,Blood sample,,M,6/19/2008,56,135,99,107,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
614,6/19/2008,HAYMAN,CN9,1593,64622,,Ad,F,NO BLOOD!,,,6/19/2008,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
615,6/17/2008,MEF,A20,1593,64623,,Ad,F,NO BLOOD!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
616,6/17/2008,MEF,A20,1593,64624,,Ad,M,Blood sample_2009,,M,6/17/2008,52,132,95,102,60,6/19/2009,56,136,96,106,63,5/25/2010,58.5,138,100,110,60,6/24/2010,58.5,138,100,110,60,6/25/2010,60,135,99,106,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6/19/2009,56,136,96,106,63,,,,,,
617,7/17/2008,MEF,B17,1593,64625,,AD,F,Blood sample,,,7/17/2008,58.5,133,98,107,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
618,6/16/2008,MEF,B4,1593,64626,,Ad,F,Blood sample,,F,7/11/2008,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
619,6/16/2008,MEF,B12 floater,1593,64627,,Ad,M,Blood sample,,M,6/16/2008,54.5,131,96,101,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
620,7/3/2008,MEF,A11,1593,64628,,AD,F,NO BLOOD!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
621,7/11/2008,MEF,A10,1593,64629,,L,?,Blood sample,,F,7/11/2008,53.5,74,54,55,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
622,7/11/2008,MEF,A10,1593,64630,,L,?,Blood sample,,F,7/11/2008,54.5,65,49,49,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
623,5/29/2008,HAYMAN,CN6?,1593,64631,,Ad,M?,NO BLOOD!,,,5/29/2008,62.5,131,96,105,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
624,6/5/2008,HAYMAN,CN2,1593,64632,,Ad,M,Blood sample,,?,6/5/2008,54.5,130,96,104,62,5/28/2009,54,130,95,103,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
625,6/5/2008,HAYMAN,CN2 floater,1593,64633,,Ad,M,Blood sample,,?,6/5/2008,54,134,96,110,66,6/24/2011,61,135,94,103,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
626,6/5/2008,HAYMAN,CN2?,1593,64634,,Ad,F?,NO BLOOD!,,,6/5/2008,58.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
627,6/6/2008,TROUT CREEK,D2 floater,1593,64635,,Ad,M,Blood sample,,M,6/6/2008,57,131,95,106,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
628,6/27/2008,TROUT CREEK,D2 floater,1593,64636,,Ad,M,Blood sample,,M,6/27/2008,60,129,95,105,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
629,7/16/2008,MEF,A2,1593,64637,,L,?,Blood sample,,F,7/16/2008,59.5,,53,54,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
630,7/16/2008,MEF,A2,1593,64638,,L,?,Blood sample,,M! I had listed as F,7/16/2008,54.5,,47,49,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
631,7/16/2008,MEF,A2,1593,64639,,L,?,Blood sample,,M,7/16/2008,46.5,,30,30,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
632,7/18/2008,MEF,A13,1593,64640,,L,?,Blood sample,,M,7/18/2008,52.5,,34,35,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
633,6/17/2008,MEF,A29?,1593,64641,,Ad,M,Blood sample,,M,6/17/2008,54,129,93,103,58,6/12/2009,57,132,93,103,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
634,6/19/2008,HAYMAN,CN1,1593,64642,,AD,F,NO BLOOD!,,M(!),this dna prob for diff M,,,,,,6/4/2009,74.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
635,6/26/2008,HAYMAN,CN5,1593,64643,,AD,F,NO BLOOD!,,,6/26/2008,55.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
